,name,address,sex,date_of_birth,race,marital-status,occupation,pregnant,relationship,education,income,native-country,workclass,education-num,capital-gain,fnlwgt,hours-per-week,capital-loss,mean_glucose,std_glucose,kurtosis_glucose,skewness_glucose,mean_oxygen,std_oxygen,kurtosis_oxygen,skewness_oxygen,age,class
997,Jack Keegan,"764 Daniel Square Apt. 361
Scottmouth, AK 82764", Male,22/1/1959, White, Married-civ-spouse, Exec-managerial,f, Husband, HS-grad,>50K, United-States, Self-emp-not-inc,-0.44728577589804736,-0.307121916819555,-2.0981953180322646,0.36102666530117616,-0.22716575022407376,40.8046875,49.07345556,3.287712514,9.992256215,116.3578595,70.73859557472679,-0.135901581,-1.1799768,60.0,1.0
998,Gregory Greene,"91697 Christopher trail Suite 761
Juliehaven, WV 26211", Male,28/5/1956, White, Married-civ-spouse, Sales,f, Husband, HS-grad,>50K, United-States, Private,-0.44728577589804736,3.256097167250488,-0.0016051351880169696,-0.049760330148127474,-0.22716575022407376,7.6328125,29.46233589,5.603666841919025,39.22871296621025,89.7250116608373,74.20219256,-0.66856932,-0.7368558759999999,63.0,1.0
999,James Ward,"03857 Mcguire Spurs
Ronaldfurt, NC 67062", female,30/5/1974, White, Widowed, Other-service,f,Other_relative, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-1.7665089865833368,-0.049760330148127474,-0.22716575022407376,111.2109375,38.62998599,0.212744228,1.297680872,2.336956522,19.62250786,9.882153178,105.0040294,45.0,0.0
1000,Nicholas Simeon,"78266 Stein Divide Apt. 021
South Gregory, OH 70080", Male,6/2/1980, White, Never-married, Adm-clerical,f,Not_in_family, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,1.4878242956158907,-2.4292422623277368,-0.22716575022407376,119.88879487371123,50.8918645,-0.293039154,-0.219575679,0.678929766,10.13828752,18.83914169,298.0791529554928,39.0,0.0
1001,Robert Cabiness,"00143 Warren Roads
Rogersstad, NJ 73755", female,5/9/1968, White, Divorced, Prof-specialty,f, Unmarried, Bachelors,<=50K, United-States, Local-gov,1.1667590804424672,-0.307121916819555,0.05184927386515055,-0.4574700075170363,-0.22716575022407376,48.7265625,29.38290182,4.408512213,26.62998642,111.437291,74.04289271796146,-0.07671805,-1.715076049,51.0,1.0
1002,Woodrow Kopecky,"36198 Dalton Locks
Dianafort, AK 78088", Male,21/12/1970, White, Married-civ-spouse, Exec-managerial,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,1.0162361916390583,0.36102666530117616,-0.22716575022407376,59.3671875,38.20562604,2.7313839210000004,10.86421106,35.94983278,61.94343486,1.804810358,2.408786192,48.0,1.0
1003,Joshua Michael,"174 Denise Pines Suite 284
Lake Nicole, WI 90802", female,1/2/1969, White, Never-married, Adm-clerical,f,Not_in_family, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.11510834624750349,1.6089756412038498,-0.22716575022407376,10.71875,30.84612453,5.766117254969521,34.3940047893504,110.0434783,70.86350898,0.078696343,-0.926748337,50.0,1.0
1004,Danny Hartman,"PSC 0133, Box 1249
APO AE 89726", Male,23/5/1961, White, Married-civ-spouse, Prof-specialty,f, Husband, Prof-school,>50K, United-States, Self-emp-not-inc,2.0345253362746654,-0.307121916819555,-0.04425013634315584,0.36102666530117616,4.402072069757861,107.7109375,45.13177794,0.56034859,0.890947675,0.5802675589999999,10.86721675,15.198776678425943,268.30612578135526,58.0,0.0
1005,Eric Sawyer,"0086 Shelia Street Apt. 437
North Julia, NM 90123", Male,13/12/1972, White, Married-civ-spouse, Adm-clerical,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.4789319091702789,-0.049760330148127474,-0.22716575022407376,125.0,45.84348372,0.166110134,0.267231587,1.014214047,10.05955337,16.62907679,292.7379467228959,46.0,0.0
1006,John Hinkle,"638 Williams Springs Apt. 516
Lake Robert, IN 16970", Male,2/9/1952, White, Married-civ-spouse, transport-moving,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-1.0652296097676042,-0.049760330148127474,-0.22716575022407376,106.1640625,34.645250700000005,0.364108313,2.071368007,1.843645485,12.96340881,11.51469692,168.1094146,67.0,0.0
1007,Garry Mcwhite,"458 Donald flats Apt. 069
New Brooke, OH 11358", female,31/10/1983, White, Never-married, Adm-clerical,f,Not_in_family, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,1.3998623245137185,-0.049760330148127474,-0.22716575022407376,105.0390625,50.09544053,0.281113877,0.20512853600000006,2.168896321,15.59730175,10.6102776,132.1526673,35.0,0.0
1008,Charles Loper,"2562 Jennifer Parks Apt. 126
West Calvin, NM 71884", Male,29/11/1966, White, Married-civ-spouse, Exec-managerial,f, Husband, Assoc-voc,>50K, United-States, Self-emp-inc,0.33804302885987203,-0.307121916819555,1.4617783205253871,1.6089756412038498,-0.22716575022407376,120.328125,50.16490142,0.136992008,-0.155807949,2.1622073580000003,12.52864717,10.34805337,157.8507549,52.0,0.0
1009,Dominic Graham,"22902 Barron Path Suite 743
Lynchtown, tX 33650", Male,22/4/1968, White, Married-civ-spouse, Prof-specialty,f, Husband, Assoc-voc,<=50K, United-States, Self-emp-not-inc,0.33804302885987203,-0.307121916819555,1.2987514004418175,-0.049760330148127474,-0.22716575022407376,134.6171875,41.41899494,0.152616007,0.585693396,2.878762542,20.36890994,8.057724051000001,70.86960456,51.0,0.0
1010,Roy Hubbard,"261 Jeff Plains Apt. 725
South Nicholas, NJ 93261", female,13/9/1950, White, Married-civ-spouse, Exec-managerial,f, Wife, HS-grad,<=50K, United-States, Self-emp-not-inc,-0.44728577589804736,-0.307121916819555,0.48991665191496414,0.7745746796839207,-0.22716575022407376,118.0703125,41.28449005,0.33305861800000003,0.943323478,0.509197324,9.15378181,11.01112796059067,163.80008984197414,69.0,0.0
1011,Stephen Caravati,"10745 Williams Road Suite 061
Watkinsside, RI 87760", Male,5/11/1958, Asian-Pac-Islander, Married-civ-spouse, Prof-specialty,f, Husband, Masters,>50K, China, Private,1.5959913061532025,-0.307121916819555,0.5759729071456697,0.36102666530117616,-0.22716575022407376,118.171875,43.39698819,0.255575183,0.7698094109999999,2.565217391,16.54157408,8.510258639,86.45863399,60.0,0.0
1012,Rocky Goldberg,"24248 Emma Parkways
Sharonchester, NY 50371", Male,18/10/1946, White, Married-civ-spouse, Sales,f, Husband, Bachelors,>50K, United-States, Private,1.1667590804424672,3.256118233724377,-0.027599670272135286,-0.049760330148127474,-0.22716575022407376,130.34375,55.89141782,0.157463412,-0.6112381689999999,11.05016722,46.58789828,4.255934085,16.81773008,73.0,1.0
1013,Jamal Lopez,"33598 Patrick Manors
Lake Daniel, IN 67529", female,5/9/1981, White, Widowed, Other-service,t, Unmarried, HS-grad,<=50K, United-States, Local-gov,-0.44728577589804736,-0.307121916819555,-0.2621382803074266,-0.049760330148127474,-0.22716575022407376,119.765625,51.15394724,0.153719843,-0.284197438,0.351170569,7.763999566,14.667320117363948,199.31914409091584,38.0,0.0
1014,Scott feeney,"2051 Rodgers Square Apt. 652
East Sarah, AK 61896", Male,24/5/1982, White, Married-civ-spouse, Other-service,f, Husband, 9th,<=50K, United-States, Private,-1.8623011004352616,-0.307121916819555,-0.21540091918185192,-0.049760330148127474,-0.22716575022407376,115.1328125,38.63458034,0.274742642,0.979530652,53.83026756,70.0692114985632,1.083625421,-0.79433526,37.0,0.0
1015,Joseph Bryant,"06020 Howard Overpass Suite 538
Pagebury, OH 23323", Male,27/3/1950, White, Never-married, transport-moving,f,Own_child, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.602035196889196,0.7745746796839207,-0.22716575022407376,125.5625,43.89507198,0.008013252,0.72888495,5.488294314,28.21206181,5.630403329,32.99237094,69.0,0.0
1016,Jacob Guthrie,"253 Olivia Dam Suite 625
Johnport, MA 89697", female,7/7/1968, White, Widowed, Prof-specialty,f,Not_in_family, Masters,<=50K, United-States, Local-gov,1.5959913061532025,-0.307121916819555,1.3768676095031405,-0.049760330148127474,-0.22716575022407376,107.4765625,55.88450211,0.291016007,-0.438014659,2.47826087,14.17291787,9.713147797000001,128.3497762,51.0,0.0
1017,David Muller,"85664 Barber Village Suite 007
Valdeztown, OH 03310", Male,4/8/1982, White, Married-civ-spouse, Protective-serv,f, Husband, Bachelors,>50K, United-States, Private,1.1667590804424672,-0.307121916819555,-0.044841612555765735,-0.049760330148127474,-0.22716575022407376,89.3828125,48.02198733,0.526118258,0.617989372,2.698160535,16.54011127,8.193532612,81.19045168,37.0,0.0
1018,Anthony Kruger,"96101 Robert Views
New Victoria, OK 62638", female,11/4/1978, White, Never-married, Other-service,f,Own_child, Some-college,<=50K, Mexico, Private,-0.06036390113009848,-0.307121916819555,0.12248419244276457,-1.6574119401277534,-0.22716575022407376,138.6015625,48.30103193,-0.223970879,-0.116631381,3.463210702,22.49721984,7.1743538110000005,54.83237509,41.0,0.0
1019,David Gilliland,"9309 Carney Groves Suite 770
New Michelle, NJ 74873", female,31/10/1961, White, Married-civ-spouse, Prof-specialty,f, Wife, Masters,>50K, United-States, Local-gov,1.5959913061532025,-0.307121916819555,1.287809454277216,0.36102666530117616,-0.22716575022407376,21.1640625,37.08515904,4.742316294,22.94414038,93.91137124,71.29164631,0.605630044,-0.705783396,58.0,1.0
1020,Allen Cunningham,"674 Mccall Orchard Apt. 746
West Kristopherport, SD 90579", Male,24/11/1976, White, Married-civ-spouse, Protective-serv,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.8076906156030462,1.1906280386836128,-0.22716575022407376,122.40625,49.82303645,0.31232644800000003,0.015788815,2.489130435,14.79669522,8.620706539,98.78589648,42.0,0.0
1021,Steven Jacobs,"76209 Evans Plaza Apt. 297
Port Blake, WI 84011", Male,9/8/1969, White, Never-married, Other-service,f, Not_in_family, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-1.0346558663863983,-0.049760330148127474,-0.22716575022407376,106.3671875,47.25493875,0.23658913,0.180035218,2.209866221,16.02105438,9.580693566,107.22476100000002,50.0,0.0
1022,frederick Goodman,"409 Greene Point
Rosechester, AZ 74270", female,3/1/1961, White, Widowed, Prof-specialty,f,Not_in_family, Bachelors,>50K, United-States, Private,1.1667590804424672,3.2561070862353825,-0.19046902710610622,0.7745746796839207,-0.22716575022407376,116.7734375,39.9024621,0.298250273,0.633269505,5.065217391,21.75311674,5.016227719,29.9149467,58.0,0.0
1023,Ed Dunlap,"Unit 8495 Box 4392
DPO AP 28146", Male,21/9/1979, White, Divorced, transport-moving,f,Not_in_family, 12th,<=50K, United-States, Private,-0.8219531813774381,-0.307121916819555,-0.5738413015070819,-0.049760330148127474,-0.22716575022407376,131.9296875,46.42655214,-0.226691103,0.016222596000000002,4.467391304,26.62152247,6.508011912000001,43.56298552,40.0,0.0
1024,Joel Rea,"557 Jones trail
Richardfort, ID 90728", female,2/2/1974, White, Never-married, Sales,f,Own_child, Some-college,<=50K, United-States, Local-gov,-0.06036390113009848,-0.307121916819555,0.6613706681280879,-1.9696934859887074,-0.22716575022407376,139.6875,52.61308505,-0.064676811,-0.407194885,6.3244147160000015,26.00421446,5.298593855,31.93376813,45.0,0.0
1025,Logan Roache,"647 Kurt Union Apt. 518
Lake Cindy, NM 40398", Male,10/4/1963, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.1609959297491735,0.6088416555221471,-0.22716575022407376,109.875,46.74665763,0.157274165,-0.027049271,1.846153846,14.752237300000004,11.34845777,150.1584635,56.0,0.0
1026,thomas Rathburn,"2888 Edwards Junctions
Powellside, OK 40550", Male,2/1/1971, Black, Married-civ-spouse, Exec-managerial,f, Husband, Assoc-acdm,>50K, India, Private,0.7472751289507462,-0.307121916819555,0.34058920876832005,0.7745746796839207,-0.22716575022407376,143.609375,46.58564599,-0.16055097699999998,0.566454534,2.439799331,16.71681972,10.81322553,137.6597166,48.0,0.0
1027,Joseph frantz,"21414 Joann Squares
Jenkinsport, Vt 61011", Male,9/9/1969, White, Divorced, Sales,f,Not_in_family, Bachelors,>50K, United-States, Private,1.1667590804424672,-0.307121916819555,-1.2994767183027416,1.1906280386836128,-0.22716575022407376,101.9921875,49.19706802,0.6464990860000001,-0.054870798,16.07441472,45.12876762,3.065125907,8.694573842,50.0,0.0
1028,Shane Licudine,"62209 Mendez Rapids
Smithchester, MN 64079", Male,28/11/1958, White, Married-civ-spouse, Sales,f, Husband, Bachelors,>50K, United-States, Private,1.1667590804424672,-0.307121916819555,1.4427169704370977,0.36102666530117616,4.402072072467258,96.0546875,35.32246731,0.582166477,2.565506842,2.112876254,15.67371534,9.655649135,109.4045767,61.0,0.0
1029,Sean Schneider,"26267 Levy trafficway Apt. 771
East Annechester, HI 80737", Male,31/10/1959, White, Married-civ-spouse, Adm-clerical,f, Husband, Some-college,<=50K, United-States, federal-gov,-0.06036390113009848,-0.307121916819555,0.11572034648219554,-0.049760330148127474,-0.22716575022407376,78.796875,33.13215946,1.105565315,5.045840797,2.429765886,19.63375149,8.69103312,78.40682642,59.0,0.0
1030,Kurt Swanson,"8726 Charles Square Apt. 340
Ashleybury, NJ 91054", Male,19/2/1980, White, Married-civ-spouse, Handlers-cleaners,f, Husband, 7th-8th,<=50K, Mexico, Private,-2.1765498657875755,-0.307121916819555,0.9699194632934889,-0.049760330148127474,-0.22716575022407376,68.90625,50.1353539,1.940449831,3.891114308,75.96655518,79.82689603,0.6940736959999999,-0.785507585,39.0,1.0
1031,Steve flores,"USS freeman
fPO AE 63457", Male,15/1/1974, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.2185182627561986,-0.049760330148127474,-0.22716575022407376,92.40625,37.06106395,0.512663013,1.793892738,3.504180602,24.04018687,7.542757526,59.08072934,45.0,0.0
1032,Dewey Ganley,"11045 Craig Neck
East Chloeborough, NC 45040", Male,5/9/1962, White, Never-married, Craft-repair,f,Own_child, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.13976405011611703,-0.37619204803053097,-0.22716575022407376,127.0234375,48.91198486,0.141386286,0.055977322,1.753344482,17.33609909,10.83308937,123.4958053,57.0,0.0
1033,Reginald Huseth,"33484 Bailey Well Suite 380
New tamara, LA 50762", Male,11/1/1995, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,3.255992057923844,-0.12340776527838511,1.6089756412038498,-0.22716575022407376,130.78125,51.89441467,-0.240487181,-0.16392467,1.372073579,10.76611444,14.20322577,278.042996,24.0,0.0
1034,Kevin Smith,"30162 Carter Roads
Austinport, DC 15516", Male,9/6/1970, White, Divorced, Craft-repair,f,Own_child, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.5143775903783501,2.876135919615926,-0.22716575022407376,111.15625,50.53903774,0.26094827,-0.000376651,2.31270903,20.60711162,9.799340629,100.1755086,49.0,0.0
1035,Charles Baxter,"59130 Horn trail
Ramirezview, AZ 47151", female,2/4/1965, White, Divorced, Machine-op-inspct,f,Own_child, HS-grad,<=50K, Cuba, Private,-0.44728577589804736,-0.307121916819555,0.578260724307444,-0.049760330148127474,-0.22716575022407376,26.9453125,29.94769101,5.281264568143433,31.18553251741762,108.708194,71.35068202433224,0.216344527,-1.036452964,54.0,1.0
1036,Charlie Cross,"3735 Vicki Run
Josehaven, OK 63517", Male,12/9/1963, White, Married-civ-spouse, Adm-clerical,f, Husband, Assoc-voc,>50K, United-States, Private,0.33804302885987203,-0.307121916819555,-0.5200824630725515,-0.049760330148127474,-0.22716575022407376,90.609375,42.51198992,0.824372729,1.722746445,2.772575251,18.44806822,8.96172954,92.39627168,56.0,0.0
1037,Michael Brosius,"Unit 8315 Box 3227
DPO AP 63895", female,6/3/1963, White, Divorced, Craft-repair,f,Not_in_family, 1st-4th,<=50K, United-States, Self-emp-not-inc,-2.7427672463247537,-0.307121916819555,-0.4638235786376585,-1.0223058537832372,-0.22716575022407376,97.7890625,39.98156848,0.777692087,1.885981944,0.931438127,12.86833173,15.6564669,261.40678340000005,56.0,0.0
1038,Robert Granado,"PSC 5230, Box 7875
APO AE 26207", female,3/5/1978, White, Divorced, Sales,f, Unmarried, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.2512148772454076,-0.049760330148127474,-0.22716575022407376,84.8828125,36.87576717,0.491004126,2.518144142,1.52173913,14.12096673,12.56871346,178.05562450000005,41.0,0.0
1039,James Cahill,"27150 Scott Causeway Suite 936
Collierview, CA 84769", Male,21/2/1966, White, Married-civ-spouse, Exec-managerial,f, Husband, HS-grad,>50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.21365705881834338,0.36102666530117616,4.4020720723365985,140.8984375,51.86744521,-0.167580943,-0.373832116,3.2449832780000003,20.44319195,8.2537076,76.73546537,53.0,0.0
1040,Raymond Coupe,"778 Jackson Square
Mcbridechester, WA 75651", Male,5/5/1965, White, Married-civ-spouse, Exec-managerial,f, Husband, HS-grad,>50K, United-States, Self-emp-inc,-0.44728577589804736,-0.307121916819555,-0.10455190415811504,4.848493043873325,-0.22716575022407376,99.6015625,35.95555847,0.377894085,2.091819403,2.653846154,18.17075024,8.249660544,76.37862035,54.0,0.0
1041,Gregory Shreve,"54231 Lewis trace
Hartmanshire, KY 60278", female,11/10/1966, White, Never-married, Adm-clerical,f, Not_in_family, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.581788353317889,-0.049760330148127474,-0.22716575022407376,106.953125,43.5701409,0.474436078,1.32069811,3.094481605,21.15894467,8.078878167000001,71.84090437,53.0,0.0
1042,William Stahly,"493 Hannah Station
timothychester, Vt 30621", Male,30/7/1968, White, Married-civ-spouse, Sales,f, Husband, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.2875139249742158,0.7745746796839207,-0.22716575022407376,120.6640625,51.88151726,0.033678402,-0.7486570779999999,20.66889632,47.60017498,2.141524282,3.4895409510000004,51.0,0.0
